name,pref,review_score,review_num,status,url,address
麺屋 ふじ田,東京都,82.03,30,営業,https://ramendb.supleks.jp/s/87944.html,〒116-0014 東京都荒川区東日暮里5-52-5
用心棒 市ヶ谷飯田橋,東京都,81.99,18,営業,https://ramendb.supleks.jp/s/119264.html,〒162-0843 東京都新宿区市谷田町3-8-3 コアクツビル1F
中華そばつけ麺 魚介の達人 久兵衛 取手店,茨城県,81.97,137,営業,https://ramendb.supleks.jp/s/24011.html,〒302-0033 茨城県取手市米ノ井167-28 2階
ラーメン 神田店,東京都,81.97,96,営業,https://ramendb.supleks.jp/s/6515.html,〒103-0021 東京都中央区日本橋本石町4-4-17
ラーメン 神田店,東京都,81.97,96,営業,https://ramendb.supleks.jp/s/6515.html,〒103-0021 東京都中央区日本橋本石町4-4-17
ラーメン凛 砂町店,東京都,81.96,69,営業,https://ramendb.supleks.jp/s/60567.html,〒136-0074 東京都江東区東砂1-6-8
麺屋 とん嬉,茨城県,81.89,67,営業,https://ramendb.supleks.jp/s/95686.html,〒300-0838 茨城県土浦市摩利山新田273-5
175°DENO担担麺 TOKYO,東京都,81.84,24,営業,https://ramendb.supleks.jp/s/107550.html,〒160-0023 東京都新宿区西新宿7-2-4MSビル1F
らーめん いち大,群馬県,81.81,50,営業,https://ramendb.supleks.jp/s/75391.html,群馬県高崎市上並榎町301
雅狼,埼玉県,81.79,82,営業,https://ramendb.supleks.jp/s/33375.html,埼玉県草加市中根3-23-13
メガガンジャ,埼玉県,81.77,343,営業,https://ramendb.supleks.jp/s/29552.html,〒350-1122 埼玉県川越市脇田町5-5
麺屋信玄,埼玉県,81.76,156,営業,https://ramendb.supleks.jp/s/6539.html,〒350-2227 埼玉県鶴ヶ島市新町3-1-21
ガツ盛りラーメン バンブル 西浦和店,埼玉県,81.75,55,営業,https://ramendb.supleks.jp/s/63878.html,〒336-0032 埼玉県さいたま市南区四谷1-2-1
ラーメン大 堀切店,東京都,81.60,208,営業,https://ramendb.supleks.jp/s/2686.html,〒124-0006 東京都葛飾区堀切4-57-14 カネコビル1F
らーめん大 竹ノ塚店,東京都,81.59,97,営業,https://ramendb.supleks.jp/s/51879.html,〒121-0813 東京都足立区竹ノ塚6-15-14 ニュー竹ノ塚ビル1F
高木のぶぅ,東京都,81.48,61,営業,https://ramendb.supleks.jp/s/101946.html,〒189-0001 東京都東村山市秋津町5-13-21
ラーメン 大高山,茨城県,81.45,82,営業,https://ramendb.supleks.jp/s/67876.html,〒305-0854 茨城県つくば市上横場2431-5
らーめん勇,神奈川県,81.44,79,営業,https://ramendb.supleks.jp/s/53442.html,〒210-0015 神奈川県川崎市川崎区南町8-9-4 サウスウイング川崎101
やらかし亭,神奈川県,81.30,43,営業,https://ramendb.supleks.jp/s/66086.html,〒231-0812 神奈川県横浜市中区錦町17 マリンハイツ2号棟1F
八王子田田,東京都,81.30,55,営業,https://ramendb.supleks.jp/s/53302.html,〒192-0082 東京都八王子市東町1-3
らーめん忍者,東京都,81.20,66,営業,https://ramendb.supleks.jp/s/90118.html,〒101-0023 東京都千代田区神田松永町17-3 秋葉原妙見屋ビル1F
らーめん  破ぐん星,埼玉県,81.11,24,営業,https://ramendb.supleks.jp/s/110774.html,〒343-0045 埼玉県越谷市下間久里390-5
爆麺亭 所沢店,埼玉県,81.11,67,営業,https://ramendb.supleks.jp/s/74566.html,埼玉県所沢市上安松1024-76
麺や 唯桜,埼玉県,80.96,198,営業,https://ramendb.supleks.jp/s/29067.html,埼玉県坂戸市八幡1-3-22
麺や 唯桜,埼玉県,80.96,198,営業,https://ramendb.supleks.jp/s/29067.html,埼玉県坂戸市八幡1-3-22
らーめん大 池袋店,東京都,80.92,196,営業,https://ramendb.supleks.jp/s/17470.html,東京都豊島区池袋2-19-3
凛 渋谷店,東京都,80.87,179,営業,https://ramendb.supleks.jp/s/31593.html,東京都渋谷区宇田川町6ー20 パラシオン渋谷1階
濃厚鶏そば 麺屋武一 秋葉原店,東京都,80.79,43,営業,https://ramendb.supleks.jp/s/68917.html,東京都千代田区外神田3丁目13-5
ジャンクガレッジ しらこばと公園前店,埼玉県,80.75,41,営業,https://ramendb.supleks.jp/s/105093.html,〒343-0802 埼玉県越谷市小曽川324-3
ラーメン二郎 新宿小滝橋通り店,東京都,80.60,422,営業,https://ramendb.supleks.jp/s/3710.html,〒160-0023 東京都新宿区西新宿7-5-5
ラーメン麺徳 東陽町店,東京都,80.56,238,営業,https://ramendb.supleks.jp/s/14306.html,〒135-0016 東京都江東区東陽3-15-3
立川マシマシ 9号店,愛知県,80.44,23,営業,https://ramendb.supleks.jp/s/103296.html,〒451-0045 愛知県名古屋市西区名駅1-1-16
麺や豚髭,埼玉県,80.43,72,営業,https://ramendb.supleks.jp/s/58846.html,〒333-0842 埼玉県川口市前川1-13-17
ちばから 郡山店,福島県,80.42,25,営業,https://ramendb.supleks.jp/s/110737.html,〒963-8878 福島県郡山市堤下12-7 ホテルシーアンドアイ 1F
伝家 志木店,埼玉県,80.42,338,営業,https://ramendb.supleks.jp/s/32809.html,〒353-0004 埼玉県志木市本町5丁目10-20
めん家 一麺惚,愛知県,80.41,12,営業,https://ramendb.supleks.jp/s/106021.html,〒486-0041 愛知県小牧市小牧2丁目57
野郎ラーメン 海浜幕張店,千葉県,80.38,110,営業,https://ramendb.supleks.jp/s/27102.html,千葉県千葉市美浜区ひび野2-4 プレナ幕張1F
RAMEN401,東京都,80.38,15,営業,https://ramendb.supleks.jp/s/113081.html,〒154-0001 東京都世田谷区池尻3-4-5 大江ビルB1F
ヒノブタセカンド 南越谷駅前店,埼玉県,80.36,25,営業,https://ramendb.supleks.jp/s/119327.html,〒343-0845 埼玉県越谷市南越谷4-8-6
明神角ふじ,茨城県,80.33,177,営業,https://ramendb.supleks.jp/s/3604.html,〒305-0854 茨城県つくば市上横場2192-1
ラーメン 富次郎,茨城県,80.10,63,営業,https://ramendb.supleks.jp/s/79972.html,茨城県水戸市上水戸3-7-23-1F
茨城豚そば 特龍 水戸堀町店,茨城県,80.10,26,営業,https://ramendb.supleks.jp/s/117543.html,〒310-0903 茨城県水戸市堀町1088
らーめん kaeru,東京都,80.08,120,営業,https://ramendb.supleks.jp/s/23108.html,東京都中野区中野5-56-15
大黒屋本舗 春日部店,埼玉県,80.07,239,営業,https://ramendb.supleks.jp/s/6961.html,〒344-0067 埼玉県春日部市中央1-7-21野口ビル103
らーめん伏竜 本店,埼玉県,80.01,52,営業,https://ramendb.supleks.jp/s/53307.html,〒352-0016 埼玉県新座市馬場1-8-5
らーめん伏竜 本店,埼玉県,80.01,52,営業,https://ramendb.supleks.jp/s/53307.html,〒352-0016 埼玉県新座市馬場1-8-5
麺屋 天海,茨城県,79.97,110,営業,https://ramendb.supleks.jp/s/68210.html,〒310-0846 茨城県水戸市東野町109
麺でる 多摩センター店,東京都,79.92,52,営業,https://ramendb.supleks.jp/s/56684.html,〒206-0031 東京都多摩市豊ヶ丘1-21-6
大盛軒,茨城県,79.88,119,営業,https://ramendb.supleks.jp/s/27181.html,茨城県日立市みなと町5779-25
ラーメン慶次郎 本店,東京都,79.87,60,営業,https://ramendb.supleks.jp/s/25626.html,〒173-0001 東京都板橋区本町14-14
らーめん藤ろう,埼玉県,79.82,48,営業,https://ramendb.supleks.jp/s/107290.html,〒347-0104 埼玉県加須市根古屋636-10
ちばから 経堂店,東京都,79.80,14,営業,https://ramendb.supleks.jp/s/120132.html,〒156-0051 東京都世田谷区宮坂3-12-5 タケベビル1F
らーめん 旭郎山,千葉県,79.76,75,営業,https://ramendb.supleks.jp/s/27609.html,千葉県千葉市緑区古市場町547-3
麺屋 一心,栃木県,79.69,170,営業,https://ramendb.supleks.jp/s/18165.html,〒327-0844 栃木県佐野市富岡町1720-7
日本一馬鹿豚,群馬県,79.66,26,営業,https://ramendb.supleks.jp/s/83027.html,〒370-0042 群馬県高崎市貝沢町1320-1
らーめんPit,東京都,79.63,17,営業,https://ramendb.supleks.jp/s/97153.html,〒113-0021 東京都文京区本駒込6-4-4  1階
ラーメン 富次郎 堀町店,茨城県,79.61,65,営業,https://ramendb.supleks.jp/s/87277.html,〒310-0903 茨城県水戸市堀町962-2
らーめん ◯八,東京都,79.60,56,営業,https://ramendb.supleks.jp/s/52901.html,〒144-0054 東京都大田区新蒲田2-8-1 伊藤ビル1F
らーめん大 松戸店,千葉県,79.54,19,営業,https://ramendb.supleks.jp/s/103887.html,〒271-0091 千葉県松戸市本町25-5 松戸本町ビル1F
優勝軒 柏店,千葉県,79.50,129,営業,https://ramendb.supleks.jp/s/9936.html,〒277-0872 千葉県柏市十余二254-684
ラーメン すくえ屋,埼玉県,79.47,21,営業,https://ramendb.supleks.jp/s/119259.html,〒369-0301 埼玉県児玉郡上里町金久保666-1
麺屋 豚道場,富山県,79.46,24,営業,https://ramendb.supleks.jp/s/90707.html,〒930-0887 富山県富山市五福1922-5
のスた OSAKA,大阪府,79.42,61,営業,https://ramendb.supleks.jp/s/52093.html,〒542-0075 大阪府大阪市中央区難波千日前8-5
泪橋 溝の口店,神奈川県,79.42,23,営業,https://ramendb.supleks.jp/s/73881.html,〒213-0001 神奈川県川崎市高津区溝口1-17-20
雷神 角ふじ,千葉県,79.38,54,営業,https://ramendb.supleks.jp/s/64128.html,〒260-0822 千葉県千葉市中央区蘇我3-1-10
麺屋みのわ,東京都,79.37,34,営業,https://ramendb.supleks.jp/s/78479.html,〒195-0054 東京都町田市三輪町314-5
麺屋みのわ,東京都,79.37,34,営業,https://ramendb.supleks.jp/s/78479.html,〒195-0054 東京都町田市三輪町314-5
僕との麺,埼玉県,79.36,31,営業,https://ramendb.supleks.jp/s/112958.html,〒333-0842 埼玉県川口市前川3-12-1 ピュア前川1F
ら・けいこ,愛知県,79.35,66,営業,https://ramendb.supleks.jp/s/373.html,〒460-0008 愛知県名古屋市中区栄4-12-6 ロイヤル栄ビル1F
東池袋大勝軒 弁天店,埼玉県,79.31,49,営業,https://ramendb.supleks.jp/s/12421.html,埼玉県草加市弁天2-22-9滝沢ビル102
常勝軒 かすみがうら店,茨城県,79.26,91,営業,https://ramendb.supleks.jp/s/8125.html,〒315-0052 茨城県かすみがうら市下稲吉2632-11
ラーメン岩佐 2号店,神奈川県,79.23,47,営業,https://ramendb.supleks.jp/s/69467.html,神奈川県大和市下鶴間1550-5
らーめん大 蕨店,埼玉県,79.15,152,営業,https://ramendb.supleks.jp/s/13475.html,埼玉県川口市芝新町2-1
ラーメン 豚んち,神奈川県,79.11,37,営業,https://ramendb.supleks.jp/s/75334.html,神奈川県平塚市見附町1-31
麺屋 婆娑羅,東京都,79.10,174,営業,https://ramendb.supleks.jp/s/4195.html,〒145-0062 東京都大田区北千束3-23-8
野郎ラーメン 新橋駅前店,東京都,79.09,52,営業,https://ramendb.supleks.jp/s/71068.html,〒105-0004 東京都港区新橋2-9-7
山勝角ふじ 南流山店,千葉県,79.03,129,営業,https://ramendb.supleks.jp/s/16209.html,千葉県流山市南流山5-14-6
どてちんⅢ,千葉県,79.02,65,営業,https://ramendb.supleks.jp/s/26391.html,千葉県佐倉市井野1491-1
常勝軒 本庄店,埼玉県,79.00,123,営業,https://ramendb.supleks.jp/s/13774.html,埼玉県本庄市若泉3-4-4
らーめん大 高円寺店,東京都,78.99,54,営業,https://ramendb.supleks.jp/s/17741.html,〒166-0003 東京都杉並区高円寺南4-7-1 カトレアビル1F
麺屋 富味,群馬県,78.97,17,営業,https://ramendb.supleks.jp/s/105117.html,〒371-0046 群馬県前橋市川原町1-1-19
ラーメン大 下高井戸店,東京都,78.87,180,営業,https://ramendb.supleks.jp/s/16256.html,〒168-0073 東京都杉並区下高井戸1-3-10 アポー下高井戸1F
立川マシマシ OGKB店,東京都,78.84,29,営業,https://ramendb.supleks.jp/s/117171.html,〒167-0043 東京都杉並区上荻1-5-9 丸よしビル
麺や 久,東京都,78.77,16,営業,https://ramendb.supleks.jp/s/113409.html,〒103-0025 東京都中央区日本橋茅場町3-3-9
らーめん大 大久保店,東京都,78.68,170,営業,https://ramendb.supleks.jp/s/19681.html,〒169-0073 東京都新宿区百人町1-20-3 バラードハイム渡辺ビル103
中華そば・特製もりそば 満帆 伊勢崎店,群馬県,78.66,301,営業,https://ramendb.supleks.jp/s/4701.html,〒372-0803 群馬県伊勢崎市宮古町142-2
野郎ラーメン 秋葉原店,東京都,78.63,65,営業,https://ramendb.supleks.jp/s/58152.html,〒101-0021 東京都千代田区外神田3-2-11
野郎ラーメン 秋葉原店,東京都,78.63,65,営業,https://ramendb.supleks.jp/s/58152.html,〒101-0021 東京都千代田区外神田3-2-11
ラーメン豚珍,栃木県,78.62,10,営業,https://ramendb.supleks.jp/s/116462.html,〒321-0954 栃木県宇都宮市元今泉4-2-10 元今泉ハイタウン1F
俺の麺 豚と鳥,茨城県,78.54,23,営業,https://ramendb.supleks.jp/s/85298.html,茨城県ひたちなか市勝田泉町2-8
伝家,埼玉県,78.42,140,営業,https://ramendb.supleks.jp/s/3398.html,〒359-0035 埼玉県所沢市西新井町20-10
つけ麺 白虎,静岡県,78.34,38,営業,https://ramendb.supleks.jp/s/33455.html,〒412-0042 静岡県御殿場市萩原44-2
野郎ラーメン 恵比寿西口店,東京都,78.33,19,営業,https://ramendb.supleks.jp/s/71878.html,〒150-0021 東京都渋谷区恵比寿西1-7-5 篠崎ビル1F
つけめん・豚そば 活龍 牛久店,茨城県,78.29,95,営業,https://ramendb.supleks.jp/s/58158.html,茨城県牛久市神谷1-41-4
ラーメンとりとん,東京都,78.25,47,営業,https://ramendb.supleks.jp/s/70627.html,東京都練馬区貫井3-6-3
泪橋 西八幡店,神奈川県,78.20,24,営業,https://ramendb.supleks.jp/s/73102.html,〒254-0073 神奈川県平塚市西八幡1-1-27
麺とび六方 茅野店,長野県,78.16,57,営業,https://ramendb.supleks.jp/s/51896.html,長野県茅野市宮川4236-2
ラーメンこじろう 526 武蔵小杉店,神奈川県,78.12,48,営業,https://ramendb.supleks.jp/s/32095.html,〒211-0002 神奈川県川崎市中原区上丸子山王町1-1401
豪麺MARUKO,東京都,78.10,42,営業,https://ramendb.supleks.jp/s/68909.html,東京都葛飾区東金町1-21-1
ラーメン ヒカリ,栃木県,78.09,24,営業,https://ramendb.supleks.jp/s/111445.html,〒323-0811 栃木県小山市犬塚8-9-5
野郎ラーメン 錦糸町店,東京都,78.06,24,営業,https://ramendb.supleks.jp/s/73179.html,〒130-0022 東京都墨田区江東橋3-8-12 KINSIA ANNEX1F
麺 五六,神奈川県,77.97,28,営業,https://ramendb.supleks.jp/s/100238.html,〒210-0853 神奈川県川崎市川崎区田島町12-6
ラーメン豚五里羅Ⅲ 信州旅情編,長野県,77.95,23,営業,https://ramendb.supleks.jp/s/101000.html,〒388-8004 長野県長野市篠ノ井会5-22
麺絆や 519,東京都,77.92,161,営業,https://ramendb.supleks.jp/s/15656.html,〒136-0071 東京都江東区亀戸2-14-6
恵比寿ブタメン,千葉県,77.91,44,営業,https://ramendb.supleks.jp/s/54663.html,〒299-3251 千葉県大網白里市大網464-3
野郎ラーメン 大森店,東京都,77.91,49,営業,https://ramendb.supleks.jp/s/71879.html,〒143-0046 東京都大田区大森北1-3-9
麺屋あらき 竈の番人外伝,千葉県,77.83,110,営業,https://ramendb.supleks.jp/s/13352.html,千葉県船橋市西船5-3-10
景勝軒 前橋総本店,群馬県,77.81,139,営業,https://ramendb.supleks.jp/s/23422.html,〒370-0124 群馬県前橋市公田町677-1
景勝軒 前橋総本店,群馬県,77.81,139,営業,https://ramendb.supleks.jp/s/23422.html,〒370-0124 群馬県前橋市公田町677-1
ひたちなか大盛軒,茨城県,77.79,138,営業,https://ramendb.supleks.jp/s/34255.html,〒312-0062 茨城県ひたちなか市高場1498
175°DENO担担麺 神田駅北口店,東京都,77.78,14,営業,https://ramendb.supleks.jp/s/118558.html,〒101-0045 東京都千代田区神田鍛冶町3-3-2 神田小鍛冶ビル1F
雷神屋,千葉県,77.73,27,営業,https://ramendb.supleks.jp/s/79250.html,千葉県千葉市若葉区小倉台2-1-7
ぬ〜どる専門店 バカみたいに愛してた,千葉県,77.71,40,営業,https://ramendb.supleks.jp/s/85987.html,〒270-0023 千葉県松戸市八ヶ崎1-1-1
豪徳寺ラーメン りらくしん,東京都,77.69,75,営業,https://ramendb.supleks.jp/s/29901.html,〒154-0021 東京都世田谷区豪徳寺1-5-1
肉そば千,東京都,77.66,27,営業,https://ramendb.supleks.jp/s/72417.html,東京都杉並区西荻南3-7-7
Smart Pig,茨城県,77.60,13,営業,https://ramendb.supleks.jp/s/120697.html,〒306-0012 茨城県古河市旭町2-9-4
ラーメン 虎ノ門店,東京都,77.58,85,営業,https://ramendb.supleks.jp/s/8489.html,東京都港区虎ノ門3-2-13
らーめん大 大森店,東京都,77.54,487,営業,https://ramendb.supleks.jp/s/269.html,〒143-0012 東京都大田区大森東1-3-12
山勝角ふじ 総本店,千葉県,77.48,15,営業,https://ramendb.supleks.jp/s/97964.html,〒270-0034 千葉県松戸市新松戸2-22 TSビル1F
傾奇家本舗 前田慶次朗,石川県,77.47,30,営業,https://ramendb.supleks.jp/s/22332.html,〒920-0981 石川県金沢市片町2-7-1 羽岡ビル1F
麺匠 克味,東京都,77.42,97,営業,https://ramendb.supleks.jp/s/19772.html,〒162-0065 東京都新宿区住吉町8-10 ライオンズマンション市ヶ谷1階
ラーメン・つけ麺 爆王,岐阜県,77.39,41,営業,https://ramendb.supleks.jp/s/55012.html,〒501-3936 岐阜県関市倉知4344-1
若旦那,栃木県,77.29,39,営業,https://ramendb.supleks.jp/s/64917.html,栃木県栃木市箱森町38-37
ラーメン荘 歴史を刻め 本店,大阪府,77.27,77,営業,https://ramendb.supleks.jp/s/28915.html,〒533-0021 大阪府大阪市東淀川区下新庄5丁目1-60
らーめん破顔おおびる,東京都,77.23,78,営業,https://ramendb.supleks.jp/s/29530.html,〒176-0006 東京都練馬区栄町4-3
らーめん嗟哉,東京都,77.22,113,営業,https://ramendb.supleks.jp/s/4115.html,〒151-0071 東京都渋谷区本町2-4-3
鳳神角ふじ,埼玉県,77.19,32,営業,https://ramendb.supleks.jp/s/75802.html,〒333-0801 埼玉県川口市東川口2-1-25
ラーメン山崎,栃木県,77.18,28,営業,https://ramendb.supleks.jp/s/113306.html,〒323-0807 栃木県小山市小山市城東7-18-2 アペックス107
らーめん こじろう526 鶴見店,神奈川県,77.17,19,営業,https://ramendb.supleks.jp/s/71924.html,〒230-0078 神奈川県横浜市鶴見区岸谷2-13-7
らーめん こじろう526 鶴見店,神奈川県,77.17,19,営業,https://ramendb.supleks.jp/s/71924.html,〒230-0078 神奈川県横浜市鶴見区岸谷2-13-7
ジャンクガレッジ 深谷店,埼玉県,77.15,22,営業,https://ramendb.supleks.jp/s/115126.html,〒366-0818 埼玉県深谷市萱場460
ラーメン無限大 船橋店,千葉県,77.14,92,営業,https://ramendb.supleks.jp/s/5043.html,千葉県船橋市本町4-42-2
神勢。,東京都,77.11,125,営業,https://ramendb.supleks.jp/s/3699.html,〒113-0033 東京都文京区本郷三丁目39-9
らーめん・つけめん 虎心,群馬県,77.10,227,営業,https://ramendb.supleks.jp/s/8816.html,〒376-0101 群馬県みどり市大間々町大間々371-1
ちょもらん麺,愛知県,77.08,40,営業,https://ramendb.supleks.jp/s/12449.html,〒460-0003 愛知県名古屋市中区錦3-15-10
ラーメン やまや 本店,千葉県,77.07,16,営業,https://ramendb.supleks.jp/s/94713.html,〒263-0022 千葉県千葉市稲毛区弥生町2-21
らーめん福たけ 富里店,千葉県,77.06,39,営業,https://ramendb.supleks.jp/s/30476.html,千葉県富里市七栄440-37
つけめん・らーめん活龍 水戸米沢店,茨城県,77.03,26,営業,https://ramendb.supleks.jp/s/85493.html,茨城県水戸市米沢町799-1
東池袋大勝軒 うさぎ家,茨城県,77.03,131,営業,https://ramendb.supleks.jp/s/4343.html,〒300-0854 茨城県つくば市上横場2200-1
ラーメンパワースポット 厚木店,神奈川県,76.99,20,営業,https://ramendb.supleks.jp/s/81935.html,〒243-0816 神奈川県厚木市林1-26-1
麺屋 彬,埼玉県,76.99,19,営業,https://ramendb.supleks.jp/s/83492.html,〒345-0821 埼玉県南埼玉郡宮代町中央3-9-1
らぁめん大山 アトレ川崎店,神奈川県,76.95,111,営業,https://ramendb.supleks.jp/s/2794.html,〒210-0007 神奈川県川崎市川崎区駅前本町26-1 JR川崎駅ビルBE 地下1階
優勝軒 麺や十兵衛 所沢店,埼玉県,76.93,45,営業,https://ramendb.supleks.jp/s/13983.html,〒359-0034 埼玉県所沢市東新井町280-1
ラーメン どん,神奈川県,76.92,86,営業,https://ramendb.supleks.jp/s/17062.html,神奈川県横浜市港北区日吉2-1-8
麺屋 さくら,栃木県,76.87,21,営業,https://ramendb.supleks.jp/s/74093.html,〒321-0934 栃木県宇都宮市簗瀬町1593-1
ハイカロリー学園,埼玉県,76.83,11,営業,https://ramendb.supleks.jp/s/122720.html,〒359-1123 埼玉県所沢市日吉町10-20
肉だしラーメン 濃い豚,東京都,76.83,22,営業,https://ramendb.supleks.jp/s/104920.html,〒177-0042 東京都練馬区下石神井4-12-10 ヤマダハウス 1階
優勝軒 熊谷総本店,埼玉県,76.83,4,営業,https://ramendb.supleks.jp/s/121049.html,〒360-0816 埼玉県熊谷市石原2-2-4
横浜家系ラーメン 伊勢佐木家,神奈川県,76.79,12,営業,https://ramendb.supleks.jp/s/82111.html,神奈川県横浜市中区伊勢佐木町3-107
麺でる 田園調布本店,東京都,76.76,115,営業,https://ramendb.supleks.jp/s/1364.html,〒145-0071 東京都大田区田園調布1-21-2
麺でる 田園調布本店,東京都,76.76,115,営業,https://ramendb.supleks.jp/s/1364.html,〒145-0071 東京都大田区田園調布1-21-2
